bird_id,iteration,rseed,distance,kdistance,n_syll
4,4,96319575,30.6067519889756,29.6051899023593,4
5,4,96319575,29.5083438221809,30.4741099176184,4
6,4,96319575,30.5116070764261,31.2154181233861,5
7,4,96319575,37.1038598442079,43.2014163982482,8
8,4,96319575,41.8596536372289,36.9631373460444,4
9,4,96319575,29.0956423832551,42.7373469109247,6
10,4,96319575,18.8880869614106,20.6691973655566,5
11,4,96319575,25.9960697714667,29.52310018198,5
12,4,96319575,15.5002516778671,16.9076736984122,3
13,4,96319575,44.1459464856147,44.5138508743302,7
14,4,96319575,36.1678850961932,41.6575732784762,4
15,4,96319575,43.6884905731778,46.6404570283914,6
16,4,96319575,26.3926781076839,26.5719818633577,3
17,4,96319575,48.1726119355531,48.2983095316908,4
18,4,96319575,30.5590379006419,34.5241525099047,6
19,4,96319575,18.4579515801211,18.8381247228717,3
20,4,96319575,29.2379927136006,30.6449647586732,4
21,4,96319575,40.4647031634844,43.873940080528,6
22,4,96319575,40.7263243081777,48.8383696962073,8
23,4,96319575,50.7056339568083,50.6300479897802,5
24,4,96319575,38.5559688778232,42.4151618938375,4
25,4,96319575,26.7560478689007,25.553345047032,4
26,4,96319575,27.2632925253257,28.7406628166796,3
27,4,96319575,22.6235740895318,22.1597436569039,4
28,4,96319575,34.7267167590306,37.430986006523,5
29,4,96319575,36.9872810292424,38.885013859991,4
30,4,96319575,51.3624900828702,52.3416996827766,5
0,5,91090292,51.6155846204421,51.5509741494451,6
1,5,91090292,31.9342474313746,31.9446267441509,5
2,5,91090292,39.3553031962967,52.6407180853146,6
3,5,91090292,25.9188476373043,24.7378409750083,4
4,5,91090292,38.8457780415524,41.314548547697,4
5,5,91090292,35.9942385325917,38.3853969333803,4
6,5,91090292,27.6863490261635,28.7227692501276,5
7,5,91090292,28.4144329152745,38.7044132511703,8
8,5,91090292,34.66121247461,35.2430478763695,4
9,5,91090292,40.4643562260621,44.9936086352737,6
10,5,91090292,16.5045499116511,16.491771749877,5
11,5,91090292,21.3475223026748,21.2578539625243,5
12,5,91090292,20.039446071667,24.0147810424897,3
13,5,91090292,49.3198663442449,48.9107072656821,7
14,5,91090292,35.8691311199132,45.1625603218256,4
15,5,91090292,46.2688055140709,48.1367558169353,6
16,5,91090292,27.6455622628872,27.925862369218,3
17,5,91090292,34.9059592244023,34.9950404499533,4
18,5,91090292,43.8037329233958,46.6811031062606,6
19,5,91090292,22.1821397915148,27.2353931373431,3
20,5,91090292,23.4675451157985,25.2267253745221,4
21,5,91090292,28.7954428543446,28.9241401001206,6
22,5,91090292,48.2516278234775,53.4437184568301,8
23,5,91090292,34.6672148482727,33.1918418998382,5
24,5,91090292,29.6130954996832,30.3701266338906,4
25,5,91090292,26.7012984084606,28.5849021499335,4
26,5,91090292,19.8918758670222,26.0600001767327,3
27,5,91090292,31.2629891718704,34.7604695740727,4
28,5,91090292,36.6028310957524,38.4236222402938,5
29,5,91090292,29.5397386650701,28.9616249553939,4
30,5,91090292,51.1068590002163,51.3909092529755,5
0,6,13953367,36.7461154848342,38.3932697258851,6
1,6,13953367,31.1691076301282,32.570830977739,5
2,6,13953367,48.1788874359837,57.159280957328,6
3,6,13953367,19.1913003828561,20.2479419446905,4
4,6,13953367,42.4660360744695,46.0791265244451,4
5,6,13953367,32.7810132606907,33.0888416001356,4
6,6,13953367,31.5818087204722,42.6015207772801,5
7,6,13953367,42.005474424962,42.0123609005553,8
8,6,13953367,25.9685089914619,35.9427159670956,4
9,6,13953367,28.6167355515769,27.6940123700649,6
10,6,13953367,29.6026264331754,30.3371143462078,5
11,6,13953367,22.3765604849032,24.3195713888079,5
12,6,13953367,20.4765283633633,22.7183886443257,3
13,6,13953367,46.5317829946323,46.6846435087087,7
14,6,13953367,28.3626762277035,29.6968126830674,4
15,6,13953367,47.8761725280209,49.7054915959689,6
16,6,13953367,29.221085437444,29.4664317203481,3
17,6,13953367,31.7444856825511,31.8782261088876,4
18,6,13953367,35.037190078412,38.1876451856712,6
19,6,13953367,35.2898520276876,36.1117531224608,3
20,6,13953367,30.0851761813789,32.1413884934371,4
21,6,13953367,37.7205469008657,38.1163735875873,6
22,6,13953367,60.7353238364287,70.3829657052183,8
23,6,13953367,50.6997923346601,50.8393488558644,5
24,6,13953367,26.5906882476783,25.3764377116565,4
25,6,13953367,36.6173883291219,43.5815718314221,4
26,6,13953367,28.2373940879263,28.8289069204702,3
27,6,13953367,28.7838236889272,41.0490139376339,4
28,6,13953367,18.7330317207988,18.5166158888576,5
29,6,13953367,33.5533675672666,33.1708621896981,4
30,6,13953367,31.9171678756693,32.2071241346459,5
0,7,4521373,42.7831593137777,46.3117288823005,6
1,7,4521373,20.2790200607382,25.485579685012,5
2,7,4521373,37.507899766588,41.4073182571597,6
3,7,4521373,34.85883348098,32.0464386711653,4
4,7,4521373,36.4791539288119,37.7724707289754,4
5,7,4521373,40.4247883117388,41.086520953109,4
6,7,4521373,21.2055732545351,23.5716201554103,5
7,7,4521373,27.9772866193749,28.7633028796072,8
8,7,4521373,23.2223486049748,29.2236132209681,4
9,7,4521373,25.8171247005143,32.4939560771982,6
10,7,4521373,35.8765285550822,36.1062149678306,5
11,7,4521373,27.9997120089332,32.6443342866796,5
12,7,4521373,24.5235016193478,24.867430197525,3
13,7,4521373,39.2718391100475,39.8520657746514,7
14,7,4521373,16.6495951019242,15.0599214681718,4
15,7,4521373,44.1105826017786,49.1267799327109,6
16,7,4521373,19.002104636129,19.266503054523,3
17,7,4521373,47.0744050067205,48.2477565459873,4
18,7,4521373,37.1404676976845,38.2741694602577,6
19,7,4521373,33.6270507571466,34.6200788789329,3
20,7,4521373,21.5927569597244,22.7928366369282,4
21,7,4521373,46.9937677574747,47.029950719097,6
22,7,4521373,53.6709715212494,62.586374909594,8
23,7,4521373,34.9452538850299,40.697732474237,5
24,7,4521373,26.5768933581688,37.2843629245579,4
25,7,4521373,30.2100612925804,46.9122281519224,4
26,7,4521373,22.7390247628401,28.6698929996856,3
27,7,4521373,18.9345789109657,19.045015301561,4
28,7,4521373,18.5286833696792,19.8556327440355,5
29,7,4521373,32.3310264399098,34.1698748513114,4
30,7,4521373,47.1319212986138,47.356761262086,5
0,8,4981505,36.4753479479098,40.4473752577576,6
1,8,4981505,49.7667035995201,50.1173425140609,5
2,8,4981505,37.3650951048774,53.9531837633852,6
3,8,4981505,19.1238244241692,17.2199739198998,4
4,8,4981505,39.8406180092745,40.3965883664425,4
5,8,4981505,39.905713610946,40.9018841851276,4
6,8,4981505,35.8582221319477,46.9453562034874,5
7,8,4981505,39.0204967689272,46.2272830600952,8
8,8,4981505,40.3988781837512,40.1518010327901,4
9,8,4981505,32.7573974330266,43.2927666801676,6
10,8,4981505,31.7177812164557,31.6128810010975,5
11,8,4981505,44.6161314226079,48.8361256598197,5
12,8,4981505,13.6474424381959,13.9179122725469,3
13,8,4981505,43.1202622452775,43.7694461852645,7
14,8,4981505,36.1147071781906,33.3873834965443,4
15,8,4981505,49.6441570348889,51.4506850055528,6
16,8,4981505,24.0618519483408,24.2227784099221,3
17,8,4981505,28.2739058800253,28.4149381366201,4
18,8,4981505,34.9519663467465,35.0076809458828,6
19,8,4981505,27.0317725063161,27.8501099525465,3
20,8,4981505,32.3058376372771,32.6044915577683,4
21,8,4981505,54.1559909634363,54.4209297772389,6
22,8,4981505,56.5540416369935,57.5808312054885,8
23,8,4981505,30.9829182413278,30.9637774135066,5
24,8,4981505,12.719565096506,14.9710188764814,4
25,8,4981505,19.7572056220001,21.9666851677479,4
26,8,4981505,20.3020125762601,22.1702770357206,3
27,8,4981505,16.4185667553933,26.9896791001034,4
28,8,4981505,44.7898538417029,45.2698640704682,5
29,8,4981505,38.3789254888819,39.5325998951308,4
30,8,4981505,42.7464533319129,43.7085540511657,5
0,9,85652971,44.4557502663124,46.404715010962,6
1,9,85652971,36.292637724085,37.5306767160015,5
2,9,85652971,35.6149146543638,54.6851003631419,6
3,9,85652971,17.2759541804169,20.486778267193,4
4,9,85652971,42.5951356636287,43.7697794064244,4
5,9,85652971,27.8979918348518,28.0765421943332,4
6,9,85652971,28.0579555556197,33.776883349554,5
7,9,85652971,44.6344721462732,44.3611405216296,8
8,9,85652971,21.6537945968516,30.0804839067125,4
9,9,85652971,39.4462663958807,38.302750850414,6
10,9,85652971,28.6878766523582,28.3525506752357,5
11,9,85652971,32.7391714188128,44.1037562016958,5
12,9,85652971,25.0061483893445,28.9768879169455,3
13,9,85652971,40.8140573750809,41.0450594757007,7
14,9,85652971,30.1365151194446,31.2917295867314,4
15,9,85652971,35.0653978645584,33.9409455745972,6
16,9,85652971,23.8173233450468,22.6109423934414,3
17,9,85652971,33.8815024041006,34.7127314324465,4
18,9,85652971,48.9219832261127,49.7268284101198,6
19,9,85652971,26.4441455235122,36.135230097645,3
20,9,85652971,27.6521953584456,28.9600343751903,4
21,9,85652971,39.3755066482574,39.496294689982,6
22,9,85652971,56.3876667122067,56.1723419076143,8
23,9,85652971,29.8554431891196,30.1838799799617,5
24,9,85652971,36.5508654951424,37.0569246476549,4
25,9,85652971,50.7926706576555,53.3796882446577,4
26,9,85652971,34.0185551660495,36.9971878413817,3
27,9,85652971,17.9602888799612,28.5375989174423,4
28,9,85652971,35.2989917649584,36.0308622212576,5
29,9,85652971,29.3116876875431,29.0693861406956,4
30,9,85652971,43.0589737237644,45.1347885435095,5
0,10,56882282,51.6094781813262,54.6370423270995,6
1,10,56882282,25.2742302813061,25.6081355659711,5
2,10,56882282,35.0978721937722,50.899355511082,6
3,10,56882282,20.0497845269533,13.6441323093813,4
4,10,56882282,44.3471044917224,44.7370119330751,4
5,10,56882282,23.9596143036725,24.4989787335714,4
6,10,56882282,32.0236816552926,31.8678333220057,5
7,10,56882282,44.7402724575524,45.6550860237609,8
8,10,56882282,36.4863574150959,35.5467258784455,4
9,10,56882282,27.9649299163252,34.8854890392913,6
10,10,56882282,44.1402923393619,47.4471120936834,5
11,10,56882282,36.1904898861233,42.213646577237,5
12,10,56882282,16.1223638357137,16.5018668555202,3
13,10,56882282,56.0178798786717,57.9988879424175,7
14,10,56882282,34.7885702798612,37.6445858435678,4
15,10,56882282,47.1344547265499,48.1058070509446,6
16,10,56882282,25.1198397371639,25.3875740445642,3
17,10,56882282,22.1455545429466,22.305597546873,4
18,10,56882282,28.0109340466058,29.4217352885898,6
19,10,56882282,17.6325426833892,19.5670428129831,3
20,10,56882282,28.9007468461893,29.8884870028811,4
21,10,56882282,47.9724911172201,48.17867604847,6
22,10,56882282,52.948057110729,53.7087975544532,8
23,10,56882282,41.2874187061798,41.583298720238,5
24,10,56882282,27.7222006410875,36.7020781567694,4
25,10,56882282,26.2811648854208,26.2192888216821,4
26,10,56882282,12.8426251605054,14.6117106710531,3
27,10,56882282,20.4870643043193,29.8149182970013,4
28,10,56882282,32.9403893156426,38.8612295845044,5
29,10,56882282,26.8878987296139,27.0528500926471,4
30,10,56882282,53.8494650701272,54.3594769303814,5
0,11,3344769,49.9759342199557,52.2974646987132,6
1,11,3344769,38.7069714052677,41.201807972921,5
2,11,3344769,40.2424803826033,47.4421224393955,6
3,11,3344769,15.1253047516993,15.6248411588314,4
4,11,3344769,44.74058576527,45.2444586459892,4
5,11,3344769,26.9133943625857,27.9825948502428,4
6,11,3344769,29.5834153334459,33.2783422660256,5
7,11,3344769,55.3361789103406,52.4006392326665,8
8,11,3344769,42.0795361235185,44.3524608998065,4
9,11,3344769,36.7254986727673,41.2946777491008,6
10,11,3344769,21.3897744004037,20.603974503412,5
11,11,3344769,33.0595858460456,34.4745860385364,5
12,11,3344769,15.3113966644497,17.4902479737386,3
13,11,3344769,39.4056974406337,39.7248692693803,7
14,11,3344769,27.1572852102906,25.6877663979692,4
15,11,3344769,42.6165671150389,44.0975057665017,6
16,11,3344769,15.9808320897095,16.1642655134471,3
17,11,3344769,32.4743252881504,32.719981694212,4
18,11,3344769,47.4176083550734,48.6042742109736,6
19,11,3344769,22.1255211325768,24.3410324480811,3
20,11,3344769,32.170829470181,32.3233284712949,4
21,11,3344769,34.6649144354642,34.294052484011,6
22,11,3344769,63.0603196186757,71.7669377372899,8
23,11,3344769,35.0992399216864,35.4158282054976,5
24,11,3344769,26.9104950388661,22.6709486735742,4
25,11,3344769,42.7584504901846,47.0387004748071,4
26,11,3344769,19.9191523959681,22.8127600093544,3
27,11,3344769,21.7581850597313,19.9679070339292,4
28,11,3344769,24.0322118153238,25.2233861657907,5
29,11,3344769,36.0465210486431,36.1905947453117,4
30,11,3344769,35.4300149954238,35.7925548106098,5
0,12,13315092,43.7599006571026,44.1671884262409,6
1,12,13315092,33.3465677627366,37.8193831365747,5
2,12,13315092,45.3320943518807,52.6913498031295,6
3,12,13315092,17.8399219465707,21.4137756498435,4
4,12,13315092,42.2505976980232,46.791110195432,4
5,12,13315092,23.1411399678512,24.3233333974337,4
6,12,13315092,45.2006212537725,43.5978020929768,5
7,12,13315092,30.4933572812746,31.5506224663602,8
8,12,13315092,23.3689786043659,27.5679915103083,4
9,12,13315092,24.680753812526,25.7330123849262,6
10,12,13315092,36.3400251297548,36.6020506899379,5
11,12,13315092,35.9692424224265,37.7958381570594,5
12,12,13315092,11.5434640468658,11.9823924378981,3
13,12,13315092,58.5948379821494,56.719159458849,7
14,12,13315092,35.022875849467,43.1203001730957,4
15,12,13315092,58.5577544721544,60.5594851382498,6
16,12,13315092,14.2580696756476,14.3609192881574,3
17,12,13315092,23.4819267712106,23.6125508955781,4
18,12,13315092,32.6653180892586,31.6432043070678,6
19,12,13315092,24.1310528460269,25.0317914121516,3
20,12,13315092,24.8182134217754,26.4871865814773,4
21,12,13315092,33.5014875103507,33.5927813716764,6
22,12,13315092,45.0784568374094,62.2634837494463,8
23,12,13315092,43.5590931958055,43.5304116446499,5
24,12,13315092,25.1709359456182,24.3780305535737,4
25,12,13315092,28.110414053718,33.4660450333978,4
26,12,13315092,24.419869726887,30.4409593068891,3
27,12,13315092,21.301423048078,24.588221562166,4
28,12,13315092,30.5967999031035,31.4585653951221,5
29,12,13315092,33.5029956453284,39.5401566690453,4
30,12,13315092,42.0375000001994,42.4610612984804,5
0,13,93410762,33.0648642182529,38.7468476120791,6
1,13,93410762,28.1847760013283,29.5496403381044,5
2,13,93410762,16.7512030939521,34.2147909767603,6
3,13,93410762,13.6384332726451,13.1722295168746,4
4,13,93410762,39.7224218588757,42.0575603459199,4
5,13,93410762,40.3153793151217,40.9526224403899,4
6,13,93410762,40.0394367391078,39.5284919961076,5
7,13,93410762,45.0495925056857,45.9189938366994,8
8,13,93410762,36.2160248742473,39.5232151885892,4
9,13,93410762,43.4559743523081,48.8324790136503,6
10,13,93410762,41.2226808896442,42.2269848279985,5
11,13,93410762,30.5564206787374,31.7934294877272,5
12,13,93410762,16.3377260041971,17.6657650665507,3
13,13,93410762,39.0341243028331,38.8403762894709,7
14,13,93410762,40.2420817158023,42.086918746787,4
15,13,93410762,55.4063805607395,56.0635351094053,6
16,13,93410762,18.6204377001389,20.6304610999994,3
17,13,93410762,28.8973666796111,29.1577968584533,4
18,13,93410762,33.7836823391984,29.558847450604,6
19,13,93410762,12.6033580327604,12.7322122956756,3
20,13,93410762,27.9849504968889,28.2552043962946,4
21,13,93410762,40.2460741433622,40.3416722495518,6
22,13,93410762,49.9626149997979,53.7509810015548,8
23,13,93410762,40.1875399265594,40.1518513064539,5
24,13,93410762,40.188151553437,40.3246010481539,4
25,13,93410762,29.8268436108692,40.8250488288141,4
26,13,93410762,8.75213127599008,10.8454792971921,3
27,13,93410762,23.5930625733132,28.8257988172346,4
28,13,93410762,26.2838243054164,27.9676944052492,5
29,13,93410762,20.8232829743529,20.8988876070007,4
30,13,93410762,31.4843527473507,31.9358843540861,5
0,14,88358551,41.1705986540798,40.3628724106662,6
1,14,88358551,46.0269202890589,47.0509498771111,5
2,14,88358551,35.9754791104754,44.0655063158854,6
3,14,88358551,25.6843110544614,24.7445995543356,4
4,14,88358551,38.981932549964,41.8290742585527,4
5,14,88358551,31.7086808178388,33.2962739986702,4
6,14,88358551,27.6935210349843,34.8254621046441,5
7,14,88358551,50.5715621950835,54.5472118831452,8
8,14,88358551,24.8874891237468,36.717378666319,4
9,14,88358551,37.7950776307973,39.6903102444682,6
10,14,88358551,29.3583494951595,29.3066196090521,5
11,14,88358551,31.1115314724443,39.2953252047163,5
12,14,88358551,9.155517862749,9.4978009740014,3
13,14,88358551,44.2795247274591,44.3827083053114,7
14,14,88358551,22.8562458820166,26.5764423338349,4
15,14,88358551,13.9610836035769,14.1939895022242,6
16,14,88358551,41.0693095861053,41.2897831398287,3
17,14,88358551,26.6501303882414,26.9705503474662,4
18,14,88358551,38.2609162675272,41.4825659892341,6
19,14,88358551,20.3859398783476,20.6287382506626,3
20,14,88358551,27.3196938742807,27.732490373764,4
21,14,88358551,32.1943515805999,32.3512895571337,6
22,14,88358551,58.5945728855532,57.7479909489617,8
23,14,88358551,49.0316539994934,49.3424529378691,5
24,14,88358551,19.58541888412,26.9960462989454,4
25,14,88358551,37.943540381307,41.7105171014073,4
26,14,88358551,21.7766893390607,22.505543585687,3
27,14,88358551,33.7926522611545,35.2333878751495,4
28,14,88358551,36.0756680588554,36.8453551797045,5
29,14,88358551,26.9989436145794,30.2099690139027,4
30,14,88358551,42.8875366382382,43.3988502645337,5
0,15,65682867,53.0645896758466,59.0574458049994,6
1,15,65682867,28.5564501802969,29.2754254970061,5
2,15,65682867,32.2812449180448,32.3367470785788,6
3,15,65682867,23.5664150027106,25.8202740777513,4
4,15,65682867,36.4908897377076,41.0469885315294,4
5,15,65682867,26.6935433356966,28.7370591390048,4
6,15,65682867,20.8297760374868,24.1217427622038,5
7,15,65682867,58.705094551546,56.3500075072037,8
8,15,65682867,23.1471897963722,22.3142691254765,4
9,15,65682867,24.5580158955736,27.4738749947443,6
10,15,65682867,37.6475737503074,38.9669176525634,5
11,15,65682867,40.2868588617246,41.0560266292479,5
12,15,65682867,17.3488136523035,17.7604766482222,3
13,15,65682867,47.856627365072,48.4039637980446,7
14,15,65682867,31.0324316824597,40.958584748401,4
15,15,65682867,32.9843718266514,35.1373553364606,6
16,15,65682867,19.4041473479213,19.5661363883591,3
17,15,65682867,27.0861897230605,27.1459926545932,4
18,15,65682867,36.4164335919236,37.3016845068542,6
19,15,65682867,23.6298693978944,23.9197682987141,3
20,15,65682867,38.8894678273587,40.8627020524479,4
21,15,65682867,40.854842505262,44.5771229075064,6
22,15,65682867,56.2571639153757,58.406866254517,8
23,15,65682867,48.3057576865849,48.3957653797156,5
24,15,65682867,21.5428716413579,27.3264003923658,4
25,15,65682867,44.7936684074882,45.0114778414103,4
26,15,65682867,25.9228034112852,30.6133816870344,3
27,15,65682867,12.8296155327208,31.745345384227,4
28,15,65682867,29.0795429635081,28.5091354646911,5
29,15,65682867,19.9121664751382,22.0757502649965,4
30,15,65682867,67.6525952921725,68.1495469058137,5
0,16,98750923,37.5213773020939,41.3157800183045,6
1,16,98750923,31.8181660722817,35.355788496528,5
2,16,98750923,31.2739728235331,48.5261422841144,6
3,16,98750923,18.898526083905,15.8280394096804,4
4,16,98750923,36.7118416661045,38.6270866842009,4
5,16,98750923,41.15356099935,42.8705866195908,4
6,16,98750923,32.1016307990982,37.2637459360408,5
7,16,98750923,46.3371891254556,44.6353701133804,8
8,16,98750923,29.5525737706375,24.150371826986,4
9,16,98750923,33.2880740046979,35.7012183561899,6
10,16,98750923,27.2936306816014,27.1959371553911,5
11,16,98750923,29.2141662392518,37.304186737145,5
12,16,98750923,18.9067223330943,19.3059836239152,3
13,16,98750923,42.2037198634974,43.4663311184434,7
14,16,98750923,35.6028689590664,46.0850882456778,4
15,16,98750923,33.8806031497897,34.6048681524764,6
16,16,98750923,32.9377133328512,34.8242043125371,3
17,16,98750923,29.6627850429199,29.7919350853474,4
18,16,98750923,37.8696385538652,40.2202575587249,6
19,16,98750923,22.547341348497,24.2835043582436,3
20,16,98750923,34.4172960411114,35.7693226356837,4
21,16,98750923,43.1434122325366,43.4278469477665,6
22,16,98750923,42.715803307313,47.8197541450082,8
23,16,98750923,33.3795664666781,32.9800615178653,5
24,16,98750923,27.997469420066,31.1558072514057,4
25,16,98750923,33.0184888537042,32.8330092698675,4
26,16,98750923,24.3684528167183,24.7103121073842,3
27,16,98750923,18.7189280680026,22.3274298078379,4
28,16,98750923,35.7673831470987,36.4775364973271,5
29,16,98750923,32.9632524514683,33.2969040535286,4
30,16,98750923,41.4851630939943,41.7629037973155,5
0,17,35788921,42.7233089971121,45.3646506183354,6
1,17,35788921,38.2276213838288,36.9445472530799,5
2,17,35788921,39.117886204812,45.1348132967599,6
3,17,35788921,9.1273299023898,15.8739360012766,4
4,17,35788921,34.4473317453507,36.6797624105472,4
5,17,35788921,31.0593398350384,32.1998425478012,4
6,17,35788921,23.9498286159512,27.4884643960082,5
7,17,35788921,29.6563584714444,31.4653708409884,8
8,17,35788921,23.3710762860234,25.8942043588982,4
9,17,35788921,33.8543248820308,39.5735993377199,6
10,17,35788921,15.5736878723599,16.1950547444295,5
11,17,35788921,36.4138874307992,44.6123278523857,5
12,17,35788921,20.798718235631,21.2016696672074,3
